LANDUSE_TYPE,USER,PIPE DIAM,VENDOR,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
H3,MI,0.5,BADGERMETER,17,17,18,21,24,18,23,22,23,28,24,21,28,19,17,22,18,19,19,17,21,24,25,25,23,35,8,20,15,22,21,18,24,20,17,19,14,26,18,16,14,15,12,11,17,13,15,9,13,12,12,14,15,14,12,12,10,13,9,12,15,13,9,16,12,12,25,22,11,13,12,10,8,12,11,12,12,15,11,12,16,15,14,11
H1,SOCIAL,0.5,CICASA MMD-15 S,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,17,11,20,19,19,17,16,17,17,17,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,11,20,20,14,14,14,14,14,30,15,16,16,17,17,17,17,17,17,17,18,18,0,0,0
H2,SOCIAL,0.5,MSDELAUNET,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,5,38,25,32,25,36,31,55,17,19,24,30,28,28,0,21,27,22,34,22,20,24,22,23,23,22,0,24,33,47,43,27,29,26,27,27,27,28,28,31,31,31,30,29,29,29,29,29,29
H1,SOCIAL,0.5,NAN,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,29,30,30,30,30,30,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H1,MI,0.5,CICASA MMD-15 S,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,0,16,0,12,10,8,7,8,7,8,7,7,7,16,0,20,20,21,17,15,20,15,24,13,8,11,17,17,22,19,15,20,18,18,18,17,17,2,14,14,25,24,16,16,19,32,15,23,17,10,19,19,19,19,19,19,19,19,18
H3,MI,0.5,CICASA MMD-15 S,24,20,20,24,31,15,13,19,19,17,13,12,18,15,11,13,11,12,15,13,14,15,15,12,13,15,13,15,12,14,14,13,15,10,23,14,12,14,11,15,11,10,10,18,13,11,12,11,15,13,15,16,16,17,17,21,17,14,18,13,16,21,11,14,17,12,14,13,12,15,14,13,17,15,12,17,12,15,16,17,21,18,16,14
H3,MI,0.5,MSDELAUNET,0,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,24,24,24,24,24,24,6,10,2,1,2,1,15,13,21,26,12,17,14,12,12,19,15,17,14,11,10,12,8
H2,MI,0.5,NAN,15,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,10,15,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,0,18,18,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
H3,MI,0.5,CICASA MMD-15 S,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,6,4,8,4,10,6,7,10,8,10,5,6,7,7,9,5,11,11,12,14,9,14,11,12,7,11,11,10,7,12,14,10,14,13,13,11,9,12,14,8,14,6,10,10,11,11,11,20,20,20,20,20,20,20,20,6,14,16,8,9,9
H3,MI,0.5,ACTARIS,15,15,15,15,15,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,11,9,9,9,8,8,7,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,22,22,22,22,22,22,22,22,22
H2,MI,0.5,CICASA MMD-15 S,11,14,10,9,11,10,10,10,9,9,0,7,7,6,6,5,5,6,5,5,5,5,5,5,4,4,4,10,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,21,21,21,21,20,21,20,20,20,19,20,19,19,20,20,20,20,20,20,20,20,20,0,0,17,16,16,16,15
H1,SOCIAL,0.5,CICASA MMD-15 S,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,12,15,20,19,18,17,16,17,17,16,16,16,16,15,15,46,15,20,20,21,22,23,19,20,20,20,20,20,19,19,19,19,19,18,18,18,18,0,14,14,20,20,16,24,17,16,10,16,10,7,7,10,14,8,12,5,11,0,0,0
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,14,14,13,12,12,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,4,0,1,1,0,1,3,20,52,20,5,2,1,16,15,0,0,1,0,0,1,0,0,3,3,2,0,1,0,1,1,1,0,1,1,1,1,1,1
H2,MI,0.5,NAN,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
H3,MI,0.5,MSDELAUNET,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,23,0,19,0,5,9,7,7,5,12,11,0,4,2,3,2,3,5,9,1,1,8,4
H2,LI,0.5,MSDELAUNET,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,24,24,24,24,24,23,23,23,22,22,0,18,17,16,15,14,13,15,14,14,13,14,13,13,13,13,13,13,13,12,12,12,12,12,11,0,21,30,34,30,38,50,34,10,21,24,16,26,28,1,26,25,25,24,22,21,22,22,22
H3,MI,0.5,CICASA MMD-15 S,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,2,4,11,0,2,3,0,1,2,3,2,2,3,2,2,6,5,8,5,2,7,7,4,4,8,7,5,10,8,6,5,5,6,4,3,4,3,3,3,5,4,4,4
H3,MI,0.5,NAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,28,28,28,28,28,28,28,28,28,28,10,10,22,22,22,22,22,22,22,22,22,22,10,22,22,27,27,27,27,27,10,10,27,27,27,27,27,27,27,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10
H2,MI,0.5,NAN,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H1,LI,0.5,NAN,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,MI,0.5,Cicasa NG 1/2,16,20,20,21,19,24,18,19,20,27,16,17,14,8,9,6,16,12,18,10,16,22,17,15,19,17,10,13,13,15,16,21,20,20,19,16,15,12,12,6,19,33,15,17,17,19,23,15,18,20,15,13,20,18,14,16,22,15,15,9,11,10,9,15,13,14,12,11,8,12,12,13,16,11,10,14,12,22,11,10,9,10,9,8
H2,SOCIAL,0.5,Otras / desconocida,9,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,10,0,29,23,24,19,17,18,17,16,23,19,29,20,20,45,18,24,26,25,26,27,0,16,22,27,19,18,16,19,19,16,17,17,17,17,20,17,22,40,27,21,23,21,22,22,22,23,23,24,24,24,23,23,23,23
H1,MI,0.5,ELSTER,46,35,39,37,46,31,53,61,44,33,35,25,41,38,35,34,33,34,35,35,34,33,33,33,33,32,32,32,32,31,31,31,31,30,30,30,30,29,0,24,47,46,45,55,17,34,35,19,26,19,16,24,31,39,39,28,30,31,32,32,31,30,29,30,0,27,39,28,17,17,22,18,13,16,13,19,21,21,20,19,18,18,18,18
H3,LI,0.5,NAN,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
MX,COM,0.5,NAN,10,10,10,10,10,10,10,10,10,10,32,32,32,32,32,32,32,32,32,32,32,10,10,10,10,10,10,10,10,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
H3,MI,0.5,BADGERMETER,34,22,22,20,32,21,26,12,19,22,23,20,19,18,14,16,16,21,24,20,19,22,19,17,16,19,19,28,20,21,24,10,18,14,37,19,12,22,15,19,15,25,23,23,22,19,18,14,2,15,0,11,0,2,4,20,6,7,20,9,10,20,18,18,18,18,18,15,15,16,16,16,17,17,17,17,17,17,17,16,17,17,17,17
H3,MI,0.5,MSDELAUNET,26,27,24,32,23,20,28,18,22,29,23,25,30,33,28,33,24,30,31,12,38,33,36,39,32,34,30,27,32,31,30,30,29,0,24,23,22,25,25,25,20,22,22,23,22,0,18,17,22,20,0,12,14,14,13,12,10,12,12,11,11,10,10,10,0,50,34,49,39,41,40,35,38,28,26,30,4,10,33,31,22,0,47,42
H3,MI,0.5,NAN,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,5,13,12,13,13,12,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,22,22
H1,MI,0.5,CICASA MMD-15 S,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,15,15,24,24,24,24,16,29,26,29,34,29,33,36,30,31,31,31,31,30,30,30,30,29,29,29,29,28,28,28,28,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,11,11,12,13,14,15,0,0
H1,SOCIAL,0.5,CICASA MMD-15 S,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,31,24,28,32,27,22,26,30,23,18,19,17,17,20,24,24,26,27,21,16,16,13,16,13,11,14,19,19,26,17,20,14,17,11,17,23,16,13,15,23,18,28,19,18,19,17,20,18,13,21,18,21,25,20,19,0,0,0
H2,MI,0.5,NAN,28,26,15,20,21,11,12,9,8,9,9,13,7,6,6,9,11,8,5,6,7,7,6,2,0,1,0,0,4,6,5,4,4,5,4,3,1,2,2,2,2,4,1,0,0,0,0,0,14,9,3,4,4,5,6,5,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10
H1,MI,0.5,NAN,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
H3,SOCIAL,0.5,MSDELAUNET,32,32,32,32,32,30,30,31,30,30,0,24,23,22,21,19,17,21,20,25,20,19,20,20,29,21,21,21,22,15,21,20,19,19,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16,15,15,15,15,15,14,14,14,13,13,13,0,6,9,2,8,10,18,10,10,9,10,7,6,9,3,9,9,28,9,10,10,9,11,7
H2,MI,0.5,NAN,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H2,MI,0.5,NAN,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H3,MI,0.5,MSDELAUNET,6,7,7,4,8,6,8,7,7,8,7,6,7,5,4,6,6,5,7,10,8,6,6,5,7,6,5,7,4,4,5,10,10,9,9,15,13,5,10,10,8,7,6,6,5,4,3,3,4,4,3,3,3,0,24,10,10,10,24,10,24,24,5,4,4,5,7,8,5,6,5,6,7,7,6,10,7,8,9,10,14,11,8,11
H3,MI,0.5,ACTARIS,19,18,18,18,18,17,17,17,17,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,22,22,22,22,22,22,22,22,22
H2,MI,0.5,NAN,21,22,23,23,19,21,21,0,17,16,15,14,13,12,14,14,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,MI,0.5,CICASA MMD-15 S,14,16,9,13,20,10,14,23,22,24,23,22,26,25,17,23,24,25,27,32,28,31,28,28,19,19,18,24,24,27,24,20,26,23,21,16,16,14,17,20,18,18,21,23,23,21,21,20,23,21,16,18,19,0,3,5,6,5,4,5,1,1,3,0,1,2,0,1,1,2,2,1,2,1,0,1,1,0,1,1,1,0,1,0
H3,MI,0.5,CICASA MMD-15 S,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,22,15,11,14,17,22,26,26,26,27,20,5,17,11,9,14,20,23,22,18,19,21,19,7,19,13,13,15,20,20,27,16,15,13,12,12,15,16,10,11,16,17,14,17,21,13,15,13,16,14,16,15,16,3,8,8,10,11,16,13
H1,LI,0.5,NAN,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,MI,0.5,CICASA / DE LA UNET,13,14,14,12,27,18,20,33,3,24,16,12,14,14,8,22,13,15,19,15,27,21,19,21,20,15,15,12,18,18,17,19,18,21,21,15,14,11,14,13,15,25,20,14,17,14,17,13,9,18,14,24,8,23,18,23,9,31,20,20,17,11,4,16,14,13,23,21,18,17,16,12,15,14,9,16,15,19,15,8,17,17,17,13
H1,MI,0.5,NAN,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H1,SOCIAL,0.5,ELSTER,8,4,7,9,22,8,6,15,13,26,12,19,3,7,7,10,43,16,16,13,8,8,17,3,8,7,5,8,11,6,15,25,11,0,7,6,6,7,8,9,8,10,20,20,22,14,33,17,17,10,18,10,12,14,17,16,20,15,13,8,5,12,11,9,15,25,25,15,10,13,21,8,9,9,7,10,10,12,15,30,13,9,8,3
H3,MI,0.5,CICASA MMD-15 S,24,24,25,25,25,25,25,24,24,20,20,20,21,20,20,20,19,19,20,20,19,18,19,18,18,18,18,18,18,17,17,0,18,18,18,18,18,18,18,18,18,18,22,2,3,2,5,2,4,3,3,6,6,8,7,4,6,4,10,6,6,6,5,5,9,9,7,6,4,4,5,3,6,3,4,5,3,4,5,8,0,0,3,38
H3,MI,0.5,ACTARIS,15,15,15,15,15,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,15,10,9,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,22,22,22,22,22,22,22,22,22
H3,MI,0.5,CICASA MMD-15 S,14,14,14,14,14,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,0,14,14,13,16,21,17,19,30,16,16,16,16,15,15,15,12,14,0,15,15,15,15,15,15,15,15,15,15,15,23,23,13,9,12,4,7,6,5,5,5,4,8,4,2,4,4,3,5,7,3,7,4,5,7,4,25,5,4,3
H3,MI,0.5,MSDELAUNET,8,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,0,10,10,6,4,4,26,14,15,15,13,9,12,5,6,6,7,5,9,5,6,9,5,14,11,11,13,13,11,8,12,10,10,10,7,9,19,10,0,5,6,7,7,5,0,5,7,7,7,6,10,5,3,4,4,5,9,1,3,1,2
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,MI,0.5,NAN,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
H3,SOCIAL,0.5,Cicasa NG 1/2,28,22,20,28,35,31,39,46,16,14,12,9,7,11,7,11,19,0,10,9,5,9,7,8,7,13,17,11,14,11,15,12,12,14,13,9,9,11,9,15,13,13,11,9,13,10,11,8,10,6,5,4,11,12,15,14,11,6,22,8,11,11,11,10,11,21,12,12,10,17,23,21,30,18,23,20,16,18,18,25,30,25,17,11
H1,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,19,20,20,0,20,16,15,14,14,13,15,14,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
H2,MI,0.5,NAN,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
H1,SOCIAL,0.5,ELSTER,21,21,18,21,33,30,37,41,30,29,27,22,19,26,3,21,20,26,31,33,20,20,21,20,20,15,15,20,23,26,28,20,23,26,18,23,15,11,23,19,47,21,22,23,7,13,21,17,11,15,19,16,23,24,25,18,17,20,20,25,24,20,16,22,30,28,22,28,23,16,23,18,28,23,23,24,12,22,30,24,22,0,0,0
H3,MI,0.5,CICASA MMD-15 S,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,21,22,21,22,25,30,22,19,18,19,20,23,24,21,23,17,19,19,17,20,23,16,26,22,23,21,10,11,6,12,13,0,6,8,8,6,6,9,9,8,6,6,7,9,10,9,10,9,10,9,10,7
H3,MI,0.5,NAN,10,11,8,12,17,12,21,23,15,16,7,6,5,5,4,6,6,7,10,7,8,7,6,20,20,20,18,9,5,15,14,13,12,10,11,12,11,11,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,10,24,24,24,10,24,24,24,24,24,24
H3,MI,0.5,MSDELAUNET,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,22,15,11,16,15,11,14,14,21,16,13,13,16,15,13,17,13,14,18,21,13,24,18,17,18,17,17,18,17,0,23,23,23,23,23,13,27,21,13,17,22,21,27,19,16,19,19,12,20,15,10,18,13,13,44,50,18,16,13,13
H2,MI,0.5,ELSTER,9,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,16,6,7,7,7,8,8,7,7,10,0,11,6,9,12,12,9,12,17,4,10,7,12,8,6,7,8,11,12,10,8,7,9,9,6,7,7,9,7,16,10,10,9,10,15,10,10,10,0,10,10,10,10,10,10,10,10,9
H1,MI,0.5,NAN,12,12,11,10,12,10,11,12,12,12,12,10,9,8,10,12,9,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,20,20,20,20,20,20,20,20,20,20,20,20,20
H1,SOCIAL,0.5,CICASA MMD-15 S,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,15,22,22,21,21,20,20,20,20,19,19,19,18,18,18,0,15,14,13,12,11,10,12,11,11,10,10,10,10,18,11,11,11,11,11,12,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,0,10,0,0,0
H2,SOCIAL,0.5,CICASA MMD-15 S,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,24,0,17,27,19,18,23,23,12,10,17,16,16,15,14,14,15,14,14,14,50,13,11,11,10,10,58,29,20,28,25,28,30,26,25,26,26,26,26,25,25,25,25,26,26,26,26,26,26,26,26,0,24,24,22,23,23,23,22
H2,MI,0.5,MSDELAUNET,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,10,10,10,10,10,10,10,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,21,22,22,22,23,23,23,23,23,23,0,26,21,0,19,19,19,18
H1,LI,0.5,Otras / desconocida,12,12,10,10,10,12,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,20,3,20,5,21,7,7,13,18,10,11,11,12,0,0,0
H1,SOCIAL,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,0,8,8,12,11,13,13,14,10,9,10,11,10,10,9,9,9,9,9,9,1,7,8,8,6,6,5,6,6,6,5,5,15,6,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,10,7,0,0,0
H3,MI,0.5,NAN,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,16,7,8,8,8,8,8,7,7,7,7,7,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H3,MI,0.5,NAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,10,20,20,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
H2,MI,0.5,BADGERMETER,21,20,20,20,20,20,19,19,19,19,19,18,20,0,17,20,16,20,31,23,21,21,22,22,22,21,21,0,34,83,29,80,70,48,4,13,16,13,22,19,28,17,25,20,21,21,22,0,19,14,15,15,14,12,14,13,13,13,23,14,14,14,15,15,15,14,14,14,15,15,15,15,15,15,15,22,22,22,22,22,22,22,22,22
H3,MI,0.5,NAN,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,15,10,10,15,15,30,30,30,30,25,25,25,25,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
H1,SOCIAL,0.5,ELSTER,32,34,29,28,45,33,40,50,47,44,47,35,40,24,21,27,25,29,25,25,13,23,23,22,21,20,20,21,20,20,20,20,20,19,19,19,19,18,18,18,18,18,17,17,17,16,16,16,16,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,2,2,2,2,3,3,3,4,4,0,2,0,2,0,0,0
H3,MI,0.5,SHLUMBERGER,14,12,12,14,21,21,29,41,27,23,20,14,24,14,15,15,16,19,25,17,21,14,13,12,17,9,15,16,26,15,34,22,9,31,7,16,11,15,6,8,11,17,14,18,12,9,13,13,5,11,6,9,10,15,22,18,13,12,14,7,14,12,7,11,10,10,10,10,11,11,20,20,20,20,20,20,15,13,16,16,7,8,16,5
H3,SOCIAL,0.5,ELSTER,18,19,0,15,4,12,25,26,16,16,8,9,9,8,10,9,9,7,7,7,6,6,5,6,6,5,5,5,5,5,5,5,0,18,25,48,40,34,13,14,28,29,25,23,0,19,21,19,17,16,15,0,14,24,20,14,14,14,16,16,15,14,14,14,14,14,14,14,14,14,25,25,25,25,25,25,20,20,21,20,20,20,23,20
